record_id,province,tourism_city,destination_type,season,weather_condition,tourism_event_type,transport_mode_priority,tourist_arrivals,domestic_tourists,international_tourists,average_stay_days,repeat_visit_rate,hotel_occupancy_rate,available_hotel_rooms,homestay_availability_index,high_speed_rail_access_score,metro_access_score,tourist_bus_capacity,airport_connectivity_score,traffic_congestion_index,public_facility_usage_rate,smart_tourism_service_score,public_toilet_availability_score,tourist_information_center_score,public_safety_score,tourist_satisfaction_score,social_media_sentiment_score,online_search_trend_index,online_review_volume,e_ticket_booking_rate,regional_income_index,tourism_revenue_yuan,local_business_revenue_yuan,employment_support_index,tourism_gdp_contribution_rate,infrastructure_availability_score,transport_service_score,accommodation_capacity_score,promotion_investment_score,heritage_site_capacity_score,operational_cost_yuan,resource_utilization_rate,decision_response_time_min,crowd_risk_index,environmental_pressure_index,economic_impact_score,tourism_demand_score,resource_pressure_score,demand_category,resource_allocation_decision,public_management_action
2540,Xinjiang,Hangzhou,Urban_Commercial_Tourism_Hub,Winter,Clear,Coastal_Leisure_Event,Ferry_Service,87410,76550,10860,5.43,27.26,67.98,7957,79.34,92.55,84.69,26668,28.62,46.46,85.5,36.68,71.97,72.05,44.41,4.12,0.822,80.44,43575,12.95,118.59,5469816.85,5086759.15,38.47,20.91,38.58,99.46,70.68,79.8,66.21,2380270.33,47.25,54.82,74.66,61.62,44.88,65.23,68.24,High,Risk_Control_Allocation,Control_Crowd_Risk
2541,Yunnan,Chongqing,Rural_Tourism_Village,Labour_Day_Holiday,Humid,Cultural_Heritage_Exhibition,Ferry_Service,55482,47844,7638,1.89,36.2,45.35,11840,93.23,71.66,91.69,64341,77.84,58.81,41.48,95.78,46.54,53.94,94.07,2.2,0.342,68.79,10922,31.27,61.29,8323164.45,8208554.87,39.77,27.35,27.48,41.49,48.44,27.17,49.36,8794510.77,61.38,35.84,62.92,29.56,63.11,45.22,48.98,Moderate,Infrastructure_Focused,Increase_Public_Facilities
2542,Jiangxi,Guangzhou,Historical_Cultural_City,Spring,Cloudy,Mountain_Adventure_Event,Shared_Bicycle,94838,83743,11095,6.98,36.78,96.59,483,26.61,71.27,43.18,8509,51.92,74.46,76.33,24.91,92.52,33.32,92.51,2.68,0.363,24.64,41860,33.34,118.82,4931371.27,1391529.43,68.68,3.31,51.4,59.98,87.76,94.39,36.35,1649300.8,49.67,163.07,83.95,59.47,33.87,57.85,79.37,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2543,Zhejiang,Xiamen,Urban_Commercial_Tourism_Hub,Spring,Pleasant,Business_Expo,High_Speed_Rail,64924,53387,11537,7,12.44,78.84,6988,66.54,69.56,54.47,60249,77.22,14.14,37.85,73.13,97.74,32.19,51.29,3.52,0.422,46.95,29824,77.81,95.37,12536842.27,2161502.69,49.71,10.67,49.95,39.98,74.7,47.14,71.25,3903613.85,72.75,118.38,89.02,45.2,51.95,54.31,53.23,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2544,Hubei,Qingdao,Pilgrimage_Tourism_Area,Dragon_Boat_Festival,Snowy,Lantern_Festival,High_Speed_Rail,65120,61026,4094,3.66,22.78,37.99,3830,48.41,51.49,98.73,42798,40.03,76.64,97.63,39.85,85.29,87.67,31.86,4.39,0.628,59.49,31187,33.9,47.66,9649992.58,2704545.05,30.43,13.34,51.09,80.09,91.8,94.62,95.77,5497912.52,61.26,103.61,13.74,77.82,42.97,49.15,59.21,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2545,Jiangxi,Guiyang,Mountain_Scenic_Area,Chinese_New_Year,Cloudy,Business_Expo,Private_Car,46914,36822,10092,4.49,11.18,51.53,11044,40.29,96.61,76.05,34810,51.07,31.58,38.63,51.41,95.52,51.3,58.16,2.4,0.33,28.23,22213,88.65,110.64,7337687.5,8470177.75,59.97,5.05,58.65,40.53,91.49,62.02,51.84,9773305.66,64.74,154.07,85.43,87.72,57.66,41.22,54.84,Low,Risk_Control_Allocation,Control_Crowd_Risk
2546,Guangxi,Zhangjiajie,Coastal_Tourism_Zone,Winter,Pleasant,Lantern_Festival,Shared_Bicycle,37384,27760,9624,6.61,49.45,54.21,6033,26.56,96.22,49.6,60207,95.9,49.24,97.57,87.05,31.96,70.24,95.07,4.1,0.783,43.46,34322,55.47,68.18,4941976.85,2349221,32.22,32.98,79.89,82.17,33.83,73.05,92.6,10327625.09,34.83,40.88,40.62,41.01,39.3,49.65,55.28,Moderate,Balanced_Allocation,Balanced_Public_Management
2547,Hainan,Qingdao,Urban_Commercial_Tourism_Hub,Chinese_New_Year,Snowy,Cultural_Heritage_Exhibition,Private_Car,95406,91085,4321,6.34,48.96,35.66,8133,38.25,78.1,35.32,28180,42.1,63.69,49.88,79,56.45,50.16,61.91,2.77,0.468,61.29,6817,86.26,49.88,11649798.95,311655.08,40.43,18.41,55.21,46.38,51.38,29.56,82.77,10115217.29,92.05,64.32,85.44,93.3,45.52,61.04,65.37,High,Risk_Control_Allocation,Control_Crowd_Risk
2548,Guangxi,Shenzhen,Ethnic_Cultural_Tourism_Area,Dragon_Boat_Festival,Cold,Food_Tourism_Festival,Tourist_Bus,3774,3307,467,3.54,24.51,97.99,4576,56.97,54.77,21.05,43595,62.73,47.89,71.72,99.39,71.48,40.72,33.69,3.59,0.458,73.36,41418,95.64,104.37,14084190.91,8970349.26,27.79,9.33,67.75,86.93,32.1,54.63,64.35,4016770.92,91.18,81.49,38.38,69.72,68.46,50.09,57.92,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2549,Jiangxi,Suzhou,Historical_Cultural_City,National_Day_Golden_Week,Cloudy,No_Major_Event,High_Speed_Rail,111947,98312,13635,3.22,41.11,52.9,1886,20.44,46.28,97.18,17011,23.08,84.83,45.25,67.81,54.91,64.26,77.67,3.8,0.806,14.92,28484,83.22,114.94,5631767.81,1430465.96,39.83,19.15,29.27,87.67,53.26,51.44,98,9821199.17,40.27,22.52,60.89,68,34.73,66.02,65.21,High,Infrastructure_Focused,Increase_Public_Facilities
2550,Hubei,Urumqi,Rural_Tourism_Village,Summer,Hot,Dragon_Boat_Event,Tourist_Bus,20477,18761,1716,5.65,32.48,38.3,10363,66.89,97.45,35.97,35666,23.39,88.47,66.65,87.27,52.7,88.17,64.14,3.26,0.967,15.87,38871,96.33,103.02,5002316.52,8620919.01,41.02,24.93,65.16,86.22,81.46,62.04,57.28,5534215.27,61.45,133.98,93.11,54.49,55.85,44.19,64.79,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2551,Fujian,Guiyang,Coastal_Tourism_Zone,Summer,Cloudy,Food_Tourism_Festival,Private_Car,27432,22525,4907,3.54,16.79,91.07,985,28.35,53.58,61.41,62955,72.14,83.83,28.39,59.22,61.07,82.36,40.61,2.45,0.188,91.09,29665,49.34,122.05,939786.06,3001285.36,91.04,11.24,51.37,93.67,78.94,54.01,29.14,8873664.96,78.46,42.21,46.26,39.31,37.79,47.49,55.09,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2552,Hainan,Luoyang,Urban_Commercial_Tourism_Hub,Summer,Clear,Lantern_Festival,High_Speed_Rail,26145,21247,4898,5.83,46.27,42.07,2063,66.02,50.48,60.25,50665,48.26,52.33,89.29,45.25,84.43,28.39,86.79,3.38,0.27,56.59,24559,79.08,99.54,11351284.05,7725810.06,78.1,13.08,47.29,55.96,96.82,58.78,34.62,710309,30.14,68.63,66.86,24.66,72.71,39.63,54.41,Low,Public_Facility_Focused,Balanced_Public_Management
2553,Xinjiang,Xiamen,Rural_Tourism_Village,Spring,Humid,Dragon_Boat_Event,Tourist_Bus,117506,111371,6135,1.91,52.11,64.17,3420,50.18,95.92,51.08,35764,86.07,84.03,57.72,68.8,67.87,78.41,41.03,3.95,0.786,26.15,31568,73.8,117.15,7539266.24,6801464.38,44.26,4.22,67.66,26.42,95.33,26.37,89.66,6057360.48,50.14,79.98,90.58,31.2,49.24,70.81,71.55,High,Risk_Control_Allocation,Control_Crowd_Risk
2554,Shanghai,Qingdao,Rural_Tourism_Village,Chinese_New_Year,Rainy,Food_Tourism_Festival,Metro_Service,15195,12350,2845,5.7,27.08,58.34,5961,81.93,45.25,82.38,29972,96.68,45.42,28.57,23.83,88.71,20.06,42.9,4.62,0.201,75.96,35080,61.68,86,4558412.24,4778974.62,86.65,21.25,67.51,43.86,47.85,65.56,20.42,7778471.48,78.11,38.89,52.39,12.54,54.07,38.41,38.55,Low,Risk_Control_Allocation,Control_Crowd_Risk
2555,Guangdong,Suzhou,Eco_Tourism_Zone,Spring,Cloudy,Mountain_Adventure_Event,Shared_Bicycle,12722,9399,3323,6.5,37.17,39.99,4068,55.08,46.58,91.78,12589,84.87,74.36,72.57,55.2,26.95,47.15,30.39,4.03,0.4,11.5,49647,97.14,104.48,12598553.81,4842099.64,88.7,25.28,98.18,26.92,29.68,17.44,95.15,10029482.55,39.58,81.36,52.35,40.9,75.14,32.11,53.02,Low,Risk_Control_Allocation,Control_Crowd_Risk
2556,Hainan,Shanghai,Pilgrimage_Tourism_Area,Summer,Humid,Business_Expo,Metro_Service,92122,73133,18989,7.33,18.36,37.09,10945,95.46,55.22,41.04,61407,82.48,34.86,93.99,53.32,84.43,97.45,89.73,4.41,0.805,91.23,34152,70.3,125.76,10356470.21,1152140.78,97.96,32.09,67.45,45.69,81.09,14.28,27.48,1776715.55,75.13,38.35,84.39,39.91,64.69,67.29,61.79,High,Risk_Control_Allocation,Control_Crowd_Risk
2557,Henan,Beijing,Eco_Tourism_Zone,Winter,Pleasant,Lantern_Festival,Tourist_Bus,86643,80547,6096,4.19,11.43,52.21,10634,46.08,95.99,95.86,32091,72.35,97.32,59.03,53.9,69.47,59.94,63.22,3.35,0.975,21.29,40754,37.9,115.51,10475615.39,6683465.2,44.52,33.74,44.77,41.56,75.37,94.85,23.11,10334018.35,92.26,47.79,12.26,29.6,67.64,56.72,53.89,Moderate,Transport_Focused,Improve_Transport_Service
2558,Beijing,Qingdao,Ethnic_Cultural_Tourism_Area,Winter,Pleasant,No_Major_Event,Airport_Shuttle,70051,52033,18018,4.92,23.01,58.02,1150,63.44,37.13,96.49,56538,71.52,69.23,68.89,29.39,25.56,75.62,59.67,2.67,0.462,44.96,21072,70.07,121.18,7398708.06,3022387.19,53.2,12.89,61.73,98.27,37.75,45.64,20.79,11739007.15,57.48,56.42,47.71,65.5,44.12,52.31,61.31,Moderate,Infrastructure_Focused,Increase_Public_Facilities
2559,Shandong,Lhasa,Coastal_Tourism_Zone,National_Day_Golden_Week,Hot,Coastal_Leisure_Event,Tourist_Bus,40380,36019,4361,3.02,54.71,82.78,1333,78.56,71.24,33.47,18594,35.72,83.51,76.29,62.8,29.39,30.91,34.93,4.45,0.503,39.67,13855,67.72,104.91,269114.63,4900601.14,60.74,27.36,63.51,30.68,38.46,86.29,31.7,9471217.71,88.9,84.05,72.38,38.2,40.37,51.55,69.29,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2560,Jiangxi,Guangzhou,Mountain_Scenic_Area,Chinese_New_Year,Humid,No_Major_Event,High_Speed_Rail,118063,92553,25510,2.05,51.9,81.35,1800,37.49,72.3,43.06,31987,89.16,87.09,94.05,89.5,94.48,27.53,53.38,4.25,0.744,36.1,17526,32.52,46.68,6250463.03,1135011.56,45.11,12.56,41.42,86.65,52.94,89.1,41.11,4879305.03,50.43,114.26,35,55.64,34.04,70.73,74.39,High,Public_Facility_Focused,Balanced_Public_Management
2561,Guangdong,Hangzhou,Urban_Commercial_Tourism_Hub,National_Day_Golden_Week,Cloudy,No_Major_Event,Private_Car,27060,24326,2734,2.21,21.44,64.72,9694,21.32,79.7,81.42,63759,85.77,74.01,85.82,38.9,85.52,58.93,44.23,3.79,0.512,19.78,37478,75.75,100.95,9365732.56,3265482.84,81.15,3.77,70.19,64.55,54.42,20.37,69.57,5154070.6,34.53,164.6,79.81,35.87,52.72,40.09,66.14,Low,Risk_Control_Allocation,Control_Crowd_Risk
2562,Sichuan,Guilin,Eco_Tourism_Zone,Labour_Day_Holiday,Cloudy,Food_Tourism_Festival,Tourist_Bus,114892,96910,17982,6.91,11.57,48.45,7775,82.81,45.53,82.64,56074,31.5,56.02,28.37,64.69,70.74,79.83,36.76,4.01,0.241,88.77,20951,37.66,126.93,1121715.63,4676225.82,93.52,27.06,25.64,53.21,97.1,84.84,30.46,9406144.69,43.29,101.74,72.55,61.88,49.81,60.68,57.11,High,Risk_Control_Allocation,Control_Crowd_Risk
2563,Yunnan,Guilin,Eco_Tourism_Zone,Winter,Cold,Mountain_Adventure_Event,High_Speed_Rail,92680,80889,11791,4.79,55.22,88.9,9110,43.46,47.46,94.67,18802,46.05,91.69,80.03,28.4,27.1,94.03,30.71,4.66,0.923,52.31,6539,51.08,105.34,1159351.29,2013508.54,57.89,27.04,42.31,99.86,58.51,93.41,67.6,3890963.23,73.62,10.17,93.39,36.34,33.59,73.68,81.11,High,Risk_Control_Allocation,Control_Crowd_Risk
2564,Jiangxi,Shenzhen,Urban_Commercial_Tourism_Hub,Summer,Snowy,Mountain_Adventure_Event,High_Speed_Rail,30297,23582,6715,3.63,43.4,76.55,9459,32.77,43.36,85.47,47884,99.57,85.96,31.41,56.05,72.08,52.26,36.37,4.09,0.627,58.51,27997,20.23,89.22,10847449.15,4428074.16,53.92,11.14,94.5,94.49,25.63,56.12,98.24,6150888.85,32.89,21.34,31.21,91.13,55.55,47.5,56.96,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2565,Chongqing,Shenzhen,Eco_Tourism_Zone,National_Day_Golden_Week,Cloudy,No_Major_Event,Metro_Service,39081,29715,9366,7.05,13.08,57.32,9504,67.41,61.48,47.85,51192,38.09,50.04,43.41,37.35,23.98,86.16,59.82,2.83,0.24,36.8,17072,22.38,118.14,13016413.81,8483354.35,26.13,27.42,60.27,36.49,61.6,42.45,92.46,3733156.43,86.44,69.18,77.28,46.65,71.44,33.58,53.32,Low,Risk_Control_Allocation,Control_Crowd_Risk
2566,Shaanxi,Kunming,Mountain_Scenic_Area,National_Day_Golden_Week,Clear,No_Major_Event,Tourist_Bus,57712,42429,15283,1.8,48.52,90.74,1342,49.84,57.89,63.67,9668,83.88,21.49,47.4,77.14,79.48,47.29,42.6,2.96,0.174,18.34,460,74.52,81.84,8783179.15,5705558.98,39.16,17.18,31.36,91.45,93.26,32.08,78.1,2339054.04,68.57,36.42,81.55,81.2,53.01,48.16,60.97,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2567,Guizhou,Chengdu,Rural_Tourism_Village,National_Day_Golden_Week,Humid,Business_Expo,Shared_Bicycle,100609,92372,8237,5.16,37.63,87.36,11227,41.24,72.4,37.81,7489,40.61,15.76,84.98,98.83,80.73,94.17,54.2,2.68,0.52,84.93,37298,58.66,110.04,5017427.11,499516.97,92.03,28.57,53.87,37.47,61.34,97.68,38.45,3565781.98,62.59,22.45,61.71,80.15,47.53,72.7,66.22,High,Accommodation_Focused,Expand_Accommodation_Capacity
2568,Jiangsu,Urumqi,Eco_Tourism_Zone,Chinese_New_Year,Cold,Dragon_Boat_Event,Airport_Shuttle,25236,22473,2763,6.54,15.85,35.04,8931,76.56,78.43,55.17,18875,81.3,23.18,25.63,69.43,46.01,87.1,34.13,2.53,0.178,24.62,18926,17.41,77.87,640826.62,5310712.05,68.95,16.1,55.14,98.31,93.5,70.31,81.32,1860717.26,68.15,89.46,56.21,19.46,39.93,22.77,31.75,Low,Risk_Control_Allocation,Control_Crowd_Risk
2569,Guizhou,Guilin,Urban_Commercial_Tourism_Hub,Dragon_Boat_Festival,Pleasant,Coastal_Leisure_Event,Airport_Shuttle,44374,35073,9301,1.87,9.22,90.61,2086,97.42,85.85,78.21,54825,50.78,20.58,34.2,62.23,48.2,36.05,53.71,4.11,0.921,10.21,28561,73.13,48.34,1500844.22,5261104.49,48.37,20.49,47.55,85.54,77.04,18.19,63.37,9713232.47,95.03,149.52,21.65,37.64,38.41,53.67,39.81,Moderate,Infrastructure_Focused,Increase_Public_Facilities
2570,Shaanxi,Hangzhou,Historical_Cultural_City,Labour_Day_Holiday,Snowy,Temple_Fair,Private_Car,79003,72750,6253,1.84,55.89,68.88,3940,62.15,58.87,40.75,4924,67.4,53.6,95.57,38.12,58.95,59.15,90.27,2.63,0.63,63.86,36302,23.01,78.03,12078342.1,7945730.65,93.38,11.16,69.6,86.04,33.51,49.58,35.89,912801,55.61,119.31,79.61,20.7,78.06,60.48,67.22,High,Risk_Control_Allocation,Control_Crowd_Risk
2571,Henan,Luoyang,Eco_Tourism_Zone,Chinese_New_Year,Rainy,Cultural_Heritage_Exhibition,Private_Car,116080,106803,9277,1.23,24.23,94.16,5629,82.11,71.6,98.37,26619,96.1,68.83,27.25,62.31,78.05,89.46,77.96,2.23,0.705,31.74,7538,96.84,94.93,11236822.48,6116843.73,24.53,16.58,42.68,54.34,75.92,66.34,21.12,5780309.29,95.74,85.76,29.25,59.87,55.98,75.36,58.87,High,Infrastructure_Focused,Increase_Public_Facilities
2572,Shandong,Shenzhen,Urban_Commercial_Tourism_Hub,Summer,Clear,Lantern_Festival,Metro_Service,112868,84996,27872,7.59,39.21,84.33,3329,87.33,41.66,44.37,18453,59.24,92.33,70.77,20.98,98.61,77.61,63.08,3.38,0.895,75.65,7559,86.7,118.5,9562059.72,8384628.62,89.98,31.74,70.47,31.96,80.63,61.82,79.55,11364901.42,40.24,116.24,72.38,16.75,80.79,83.42,73.69,Very_High,Transport_Focused,Improve_Transport_Service
2573,Hainan,Urumqi,Rural_Tourism_Village,Summer,Rainy,Food_Tourism_Festival,Tourist_Bus,44982,40091,4891,5.85,16.5,44.36,244,58.72,77.07,44.64,21698,75.64,51.31,35.84,92.47,62.81,92.73,37.02,3.96,0.256,56.05,8000,89.48,126.59,9298382.68,4729295.55,42.25,22.57,98.66,98.6,58.12,39.53,95.33,11343079.28,96.53,115.58,56,40.27,54.42,43.07,45.2,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2574,Fujian,Urumqi,Rural_Tourism_Village,Summer,Pleasant,Mountain_Adventure_Event,Private_Car,49376,39014,10362,1.5,46.67,56.83,4336,60.49,98.84,97.28,3065,78.31,24.83,59.5,49.77,83.39,70.46,83.73,3.4,0.262,36.47,34982,81.84,61.3,9039823.03,8778791.19,67.63,19.11,57.38,91.15,76.06,67.22,87.63,9007200.72,65.35,87.36,28.37,16.92,70.03,45.04,38.91,Moderate,Balanced_Allocation,Balanced_Public_Management
2575,Zhejiang,Zhangjiajie,Historical_Cultural_City,National_Day_Golden_Week,Cloudy,Temple_Fair,Tourist_Bus,79982,66555,13427,5.7,11.09,54.95,7293,77.45,87.41,75.79,45840,87.69,61.63,96.87,31.29,25.96,25.92,67.4,3.87,0.441,34.54,4013,96.14,107.26,12048181.88,6990566.25,44.04,15.94,92.9,62.54,56.19,68.58,20.7,6269220.28,94.16,169.35,53.88,16.95,64.92,53.85,61.07,Moderate,Infrastructure_Focused,Increase_Public_Facilities
2576,Jiangsu,Zhangjiajie,Eco_Tourism_Zone,Dragon_Boat_Festival,Rainy,Cultural_Heritage_Exhibition,Shared_Bicycle,106450,87633,18817,3.13,55.67,79.99,9489,94.01,52.94,30.94,21969,77.71,46.54,73.36,37.41,84.44,61.53,32.57,4.26,0.483,26.43,18730,42.03,123.43,11462189.61,7672698.64,47.85,13.2,96.28,46.11,30.22,17.67,45.68,4565858.65,80.96,135,73.81,66,65.3,62.59,69.93,High,Risk_Control_Allocation,Control_Crowd_Risk
2577,Hainan,Urumqi,Eco_Tourism_Zone,Summer,Rainy,Dragon_Boat_Event,Airport_Shuttle,10528,9096,1432,1.77,40.31,69.47,4330,85.33,61.42,79.21,39051,79.32,23.6,53.09,75.96,84.66,52.83,96.31,2.78,0.865,5.59,18095,53.36,108.93,10689080.52,8723307.67,30.48,31.85,88.12,94.55,29.98,86.08,22.39,11625048.58,96.31,16.94,48.41,57.81,69.53,40.16,45.34,Low,Infrastructure_Focused,Increase_Public_Facilities
2578,Fujian,Kunming,Urban_Commercial_Tourism_Hub,Labour_Day_Holiday,Clear,Cultural_Heritage_Exhibition,High_Speed_Rail,54432,43725,10707,7.95,13.68,52.31,11379,82.58,34.4,44.75,46464,21.12,55.38,60.87,72.22,51.14,22.03,75.12,3.39,0.17,42.73,21318,54.28,112.89,3372455.87,6529425.94,24.64,18.79,96.33,81.26,72.85,73.72,48.94,3518880.43,38.96,72.66,14.04,15.93,39.68,39.44,41.92,Low,Infrastructure_Focused,Increase_Public_Facilities
2579,Guangxi,Shanghai,Ethnic_Cultural_Tourism_Area,Chinese_New_Year,Pleasant,Business_Expo,Airport_Shuttle,1118,824,294,2.26,39.68,83.74,544,82.05,61.85,82.38,64345,22,32.88,42.3,45.9,65.16,32.83,36.69,3.48,0.73,11.16,34868,82.19,81.19,1671673.22,6784318.55,81.13,4.31,83.33,50.53,49.34,31.29,47.56,4111812.31,53.27,55.43,43.4,63.35,44.75,41.67,46.48,Low,Risk_Control_Allocation,Control_Crowd_Risk
2580,Guangxi,Luoyang,Ethnic_Cultural_Tourism_Area,Winter,Clear,Business_Expo,Metro_Service,99212,87449,11763,6.59,31.88,76.85,8187,57.62,60.98,27.9,22655,68.65,42.12,68.78,78.04,61.54,78.53,67.73,3.38,0.568,74.16,40965,84.02,66.79,4344557.11,6521897.08,65.95,22.88,49.54,74.25,70.34,95.08,91.73,3582724.39,56.63,147.55,5,38.76,53.89,71.68,49.93,High,Infrastructure_Focused,Increase_Public_Facilities
2581,Tibet,Lhasa,Coastal_Tourism_Zone,Summer,Humid,Temple_Fair,Tourist_Bus,22405,21296,1109,7.17,23.6,85.76,6491,88.85,57.47,51.36,44265,20.35,88.41,84.86,80.76,75.06,62.49,80.06,4.94,0.583,47.46,3942,62.35,129.61,10450295.18,8921585.07,24.98,4.29,27.72,89.11,90.67,88.64,91.24,11476012.5,75.66,167.21,68.17,62.17,57.13,47.25,73.05,Moderate,Public_Facility_Focused,Balanced_Public_Management
2582,Hubei,Lhasa,Ethnic_Cultural_Tourism_Area,Autumn,Rainy,Dragon_Boat_Event,High_Speed_Rail,80410,70783,9627,4.71,46.39,82.81,10213,48.64,55.62,59.29,63486,22.44,68.31,97.19,71.55,51.55,48.37,85.17,2.93,0.524,55.32,48214,89.15,72.87,11174663,3387564.93,71.66,17.53,98.58,60.9,43.48,67.06,29.37,7498829.15,76.38,26.67,10.28,57.58,60.41,65.92,63.67,High,Infrastructure_Focused,Increase_Public_Facilities
2583,Hainan,Suzhou,Mountain_Scenic_Area,Chinese_New_Year,Clear,Temple_Fair,Ferry_Service,20758,17634,3124,7.83,54.17,74.27,6512,68.63,25.87,95.38,5200,62.55,25.14,51.45,51.93,47.65,94.14,99.02,4.2,0.855,94.45,31268,61.74,125.47,1084159.27,6323301.19,86.43,27.77,97.92,46.31,69.29,30.38,71.75,11042673.42,48.22,179.91,83.03,34.63,52.81,59.57,51.18,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2584,Chongqing,Shenzhen,Rural_Tourism_Village,Spring,Humid,Temple_Fair,Ferry_Service,10071,7646,2425,1.84,14.67,45.63,8449,30.97,32.9,35.32,8370,33.76,95.57,63.3,91.25,84.18,34.04,90.29,3.6,0.591,79.74,26526,66.14,79.29,8380896.92,272843.75,76.53,27.44,79.9,63.68,83.41,56.5,27.45,10134813.13,53.78,15.05,34.87,8.76,50.42,41.92,48.85,Low,Promotion_Focused,Increase_Promotion_Investment
2585,Shandong,Guangzhou,Coastal_Tourism_Zone,Winter,Rainy,Temple_Fair,High_Speed_Rail,58427,50833,7594,7.73,23.62,47.45,2784,72,41.47,97.35,5798,58.94,70.29,72.09,54.49,96.72,36.53,93.13,4.35,0.851,23.67,23082,84.65,100.67,11657925.71,1594079,83.82,16.72,98.28,34.17,58.66,68.59,41.2,10892339.78,82.63,52.69,64.9,62.36,59.27,52.61,62.35,Moderate,Infrastructure_Focused,Increase_Public_Facilities
2586,Jiangxi,Suzhou,Rural_Tourism_Village,Chinese_New_Year,Snowy,Dragon_Boat_Event,Metro_Service,10198,8838,1360,1.49,17.1,85.39,9118,80,54.1,42.65,5701,98.46,46.09,58.35,82.28,78.83,49.84,88.86,3.3,0.821,61.74,6328,31.59,53.04,9635535.15,4953273.02,76.79,7.89,76.53,48.8,88,76.52,28.27,9992255.08,43.15,69.39,85.72,12.33,58.6,47.1,55.73,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2587,Sichuan,Shenzhen,Ethnic_Cultural_Tourism_Area,Summer,Rainy,Lantern_Festival,High_Speed_Rail,83357,72395,10962,4.34,33.89,89.79,6662,52.86,73.15,67.14,52779,68.78,13.25,93.11,62.23,87.79,72.68,53.97,4.11,0.752,79.36,37329,78.76,100.49,1308862.03,7684997.76,71.04,32.65,55.03,91.93,42.9,49.99,66.87,1303704.25,43.25,107.68,61.38,21.97,55.22,73.82,59.29,High,Accommodation_Focused,Expand_Accommodation_Capacity
2588,Henan,Chongqing,Historical_Cultural_City,National_Day_Golden_Week,Cold,Cultural_Heritage_Exhibition,Tourist_Bus,83582,78078,5504,6.99,8.23,67.14,5839,61,32.96,30.98,44400,30.34,42.69,93.87,24.96,91.14,54.5,48.85,3.07,0.254,56.3,10595,93.98,72.53,12329362.18,3515678.13,78.33,25.33,43.95,82.53,89.82,62.23,83.86,7097370.25,49.33,36.04,79.87,39.69,68.25,56.62,67.1,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
2589,Shanghai,Suzhou,Pilgrimage_Tourism_Area,Labour_Day_Holiday,Pleasant,Mountain_Adventure_Event,Airport_Shuttle,104886,93549,11337,4.87,47.59,98.18,9777,21.29,83.97,97.67,22208,82.18,94.8,30.52,61.75,45.39,94.03,92.78,4.77,0.49,82.26,49151,71.02,84.28,7222957.21,2319630.87,48.72,5.37,49.55,59.13,57.28,88.44,54.18,2230059.94,48.52,139.93,16.46,59.63,37.63,76.79,61.92,High,Transport_Focused,Improve_Transport_Service
2590,Yunnan,Hangzhou,Urban_Commercial_Tourism_Hub,Autumn,Cloudy,Lantern_Festival,Ferry_Service,32417,29435,2982,5.08,10.41,53.89,11540,92.34,59.1,54.03,15472,38.3,11.41,72.76,23.71,98.16,44.16,73.45,4.39,0.176,51.89,4364,33.14,88.55,6162050.11,6240460.72,28.75,26.59,65.33,52.48,62.51,81.67,98.79,3169789.63,98.45,129.95,64.86,86.63,49.54,33.42,52.6,Low,Low_Demand_Maintenance,Maintain_Current_Resources
2591,Tibet,Sanya,Rural_Tourism_Village,Spring,Snowy,Lantern_Festival,Tourist_Bus,39199,31171,8028,2.13,18.65,81.83,1649,85.15,33.24,24.21,25758,86.86,97.74,63.19,68.29,61.59,35.06,79.18,4.8,0.966,6.86,7109,81.08,85.23,7345895.8,5591532.05,40.15,20.79,52.32,30.97,43.88,86.15,54.3,11649848.78,68.95,100.71,6.4,77.96,51.03,52.62,60.82,Moderate,Transport_Focused,Improve_Transport_Service
2592,Guangdong,Qingdao,Ethnic_Cultural_Tourism_Area,Winter,Pleasant,Mountain_Adventure_Event,Private_Car,8710,6836,1874,7.89,56.42,77.86,11860,78.7,79.65,90.23,30353,68.19,82.34,41.77,59.98,75.37,72.1,49.32,4.95,0.587,28.29,4418,85.85,122.42,927235.5,4933605.8,59.01,10.72,52.62,40.45,60.38,44.41,84.71,3117139.98,66.89,47.01,43.59,62.81,34.91,44.38,55.82,Moderate,Transport_Focused,Improve_Transport_Service
